category,name,code,value,unit,date,source,description
한국 내부 요인,대출평균금리(신규),BECBLA01,2.72,연%,202101,ECOS,
한국 내부 요인,M2(말잔),BBGA00,3065627.7,십억원,202101,ECOS,
한국 내부 요인,비거주자 외화예금,BCA902,7571.1,십억원,202101,ECOS,
한국 내부 요인,국고채(10년),5050000,1.731,연%,202101,ECOS,
한국 내부 요인,금융채금리(신규),BEABAA224,0.96,연%,202101,ECOS,
한국 내부 요인,가계대출금리(잔액),BECBLB0202,2.76,연%,202101,ECOS,
한국 내부 요인,저축성수신(요구불제외)(잔액),BEABAB21,1.17,연%,202101,ECOS,
한국 내부 요인,CD순발행,BCA4,20865.8,십억원,202101,ECOS,
한국 내부 요인,기업대출금리(신규),BECBLA02,2.69,연%,202101,ECOS,
한국 내부 요인,정기예금금리(신규),BEABAA211,0.85,연%,202101,ECOS,
한국 내부 요인,기업대출금리(잔액),BECBLB0201,2.84,연%,202101,ECOS,
한국 내부 요인,국고채(3년),5020000,0.975,연%,202101,ECOS,
한국 내부 요인,CD(91일)금리(신규),BEABAA2211,0.71,연%,202101,ECOS,
한국 내부 요인,"회사채(3년,AA-)",7020000,2.143,연%,202101,ECOS,
한국 내부 요인,CPI(총지수),0,101.04,2020=100,202101,ECOS,
한국 내부 요인,변동형주담대금리(신규),BECBLA030202,2.7,연%,202101,ECOS,
한국 내부 요인,고정형주담대금리(신규),BECBLA030201,2.57,연%,202101,ECOS,
한국 내부 요인,CPI(식료품),A01,103.55,2020=100,202101,ECOS,
한국 내부 요인,저축성수신(금융채제외)(신규),BEABAA1,0.85,연%,202101,ECOS,
한국 내부 요인,CPI(식료품 및 비주류음료),A,103.39,2020=100,202101,ECOS,
한국 내부 요인,총수신금리(잔액),BEABAB2,0.73,연%,202101,ECOS,
한국 내부 요인,공공기타대출금리(신규),BECBLA04,2.07,연%,202101,ECOS,
한국 내부 요인,일반신용대출금리(신규),BECBLA03051,3.46,연%,202101,ECOS,
한국 내부 요인,가계대출금리(신규),BECBLA03,2.83,연%,202101,ECOS,
한국 내부 요인,은행수신합계,BCA8,2092277.7,십억원,202101,ECOS,
한국 내부 요인,M2(평잔),BBHA00,3068301.1,십억원,202101,ECOS,
한국 내부 요인,외화예금,BCA2,105190.9,십억원,202101,ECOS,
한국 내부 요인,중소기업대출금리(신규),BECBLA0202,2.9,연%,202101,ECOS,
한국 내부 요인,비거주자 원화예금,BCA901,17955.8,십억원,202101,ECOS,
한국 내부 요인,저축성수신금리(신규),BEABAA2,0.87,연%,202101,ECOS,
한국 내부 요인,주택담보대출금리(신규),BECBLA0302,2.63,연%,202101,ECOS,
한국 내부 요인,총대출금리(잔액),BECBLB01,2.8,연%,202101,ECOS,
한국 내부 요인,대기업대출금리(신규),BECBLA0201,2.41,연%,202101,ECOS,
한국 내부 요인,원화예금,BCA1,1677621.6,십억원,202101,ECOS,
한국 내부 요인,달러/유로,0000003,1.2081,달러,20210118,ECOS,
한국 내부 요인,원/위안,0000053,169.75,원,20210118,ECOS,
한국 내부 요인,일본엔/달러,0000002,103.835,엔,20210118,ECOS,
한국 내부 요인,원/미국달러,0000001,1097.9,원,20210118,ECOS,
한국 내부 요인,일본엔/달러,0000002,103.685,엔,20210119,ECOS,
한국 내부 요인,원/위안,0000053,170.19,원,20210119,ECOS,
한국 내부 요인,원/미국달러,0000001,1104.4,원,20210119,ECOS,
한국 내부 요인,달러/유로,0000003,1.2076,달러,20210119,ECOS,
한국 내부 요인,원/미국달러,0000001,1102.1,원,20210120,ECOS,
한국 내부 요인,원/위안,0000053,169.66,원,20210120,ECOS,
한국 내부 요인,달러/유로,0000003,1.2135,달러,20210120,ECOS,
한국 내부 요인,일본엔/달러,0000002,103.895,엔,20210120,ECOS,
한국 내부 요인,원/위안,0000053,169.95,원,20210121,ECOS,
한국 내부 요인,달러/유로,0000003,1.2115,달러,20210121,ECOS,
한국 내부 요인,일본엔/달러,0000002,103.54,엔,20210121,ECOS,
한국 내부 요인,원/미국달러,0000001,1100.0,원,20210121,ECOS,
한국 내부 요인,일본엔/달러,0000002,103.49,엔,20210122,ECOS,
한국 내부 요인,원/위안,0000053,170.2,원,20210122,ECOS,
한국 내부 요인,달러/유로,0000003,1.217,달러,20210122,ECOS,
한국 내부 요인,원/미국달러,0000001,1099.2,원,20210122,ECOS,
한국 내부 요인,일본엔/달러,0000002,103.815,엔,20210125,ECOS,
한국 내부 요인,원/미국달러,0000001,1102.3,원,20210125,ECOS,
한국 내부 요인,원/위안,0000053,170.32,원,20210125,ECOS,
한국 내부 요인,달러/유로,0000003,1.2168,달러,20210125,ECOS,
한국 내부 요인,원/미국달러,0000001,1103.2,원,20210126,ECOS,
한국 내부 요인,원/위안,0000053,170.03,원,20210126,ECOS,
한국 내부 요인,일본엔/달러,0000002,103.755,엔,20210126,ECOS,
한국 내부 요인,달러/유로,0000003,1.2143,달러,20210126,ECOS,
한국 내부 요인,원/미국달러,0000001,1103.0,원,20210127,ECOS,
한국 내부 요인,원/위안,0000053,170.1,원,20210127,ECOS,
한국 내부 요인,달러/유로,0000003,1.2162,달러,20210127,ECOS,
한국 내부 요인,일본엔/달러,0000002,103.63,엔,20210127,ECOS,
한국 내부 요인,달러/유로,0000003,1.2105,달러,20210128,ECOS,
한국 내부 요인,원/위안,0000053,170.71,원,20210128,ECOS,
한국 내부 요인,원/미국달러,0000001,1104.0,원,20210128,ECOS,
한국 내부 요인,일본엔/달러,0000002,104.095,엔,20210128,ECOS,
한국 내부 요인,달러/유로,0000003,1.2122,달러,20210129,ECOS,
한국 내부 요인,원/위안,0000053,171.45,원,20210129,ECOS,
한국 내부 요인,원/미국달러,0000001,1114.6,원,20210129,ECOS,
한국 내부 요인,일본엔/달러,0000002,104.24,엔,20210129,ECOS,
한국 내부 요인,고정형주담대금리(신규),BECBLA030201,2.62,연%,202102,ECOS,
한국 내부 요인,M2(평잔),BBHA00,3109468.9,십억원,202102,ECOS,
한국 내부 요인,비거주자 원화예금,BCA901,18176.2,십억원,202102,ECOS,
한국 내부 요인,대기업대출금리(신규),BECBLA0201,2.46,연%,202102,ECOS,
한국 내부 요인,정기예금금리(신규),BEABAA211,0.83,연%,202102,ECOS,
한국 내부 요인,기업대출금리(신규),BECBLA02,2.69,연%,202102,ECOS,
한국 내부 요인,총대출금리(잔액),BECBLB01,2.8,연%,202102,ECOS,
한국 내부 요인,대출평균금리(신규),BECBLA01,2.74,연%,202102,ECOS,
한국 내부 요인,금융채금리(신규),BEABAA224,0.95,연%,202102,ECOS,
한국 내부 요인,CD순발행,BCA4,22137.5,십억원,202102,ECOS,
한국 내부 요인,주택담보대출금리(신규),BECBLA0302,2.66,연%,202102,ECOS,
한국 내부 요인,저축성수신(금융채제외)(신규),BEABAA1,0.83,연%,202102,ECOS,
한국 내부 요인,은행수신합계,BCA8,2117216.1,십억원,202102,ECOS,
한국 내부 요인,원화예금,BCA1,1693999.2,십억원,202102,ECOS,
한국 내부 요인,공공기타대출금리(신규),BECBLA04,2.7,연%,202102,ECOS,
한국 내부 요인,가계대출금리(신규),BECBLA03,2.81,연%,202102,ECOS,
한국 내부 요인,중소기업대출금리(신규),BECBLA0202,2.85,연%,202102,ECOS,
한국 내부 요인,"회사채(3년,AA-)",7020000,2.055,연%,202102,ECOS,
한국 내부 요인,CD(91일)금리(신규),BEABAA2211,0.75,연%,202102,ECOS,
한국 내부 요인,외화예금,BCA2,106012.3,십억원,202102,ECOS,
한국 내부 요인,CPI(총지수),0,101.58,2020=100,202102,ECOS,
한국 내부 요인,변동형주담대금리(신규),BECBLA030202,2.71,연%,202102,ECOS,
한국 내부 요인,국고채(3년),5020000,0.995,연%,202102,ECOS,
한국 내부 요인,CPI(식료품),A01,106.05,2020=100,202102,ECOS,
한국 내부 요인,국고채(10년),5050000,1.845,연%,202102,ECOS,
한국 내부 요인,기업대출금리(잔액),BECBLB0201,2.84,연%,202102,ECOS,
한국 내부 요인,저축성수신금리(신규),BEABAA2,0.85,연%,202102,ECOS,
한국 내부 요인,저축성수신(요구불제외)(잔액),BEABAB21,1.13,연%,202102,ECOS,
한국 내부 요인,비거주자 외화예금,BCA902,8825.0,십억원,202102,ECOS,
한국 내부 요인,일반신용대출금리(신규),BECBLA03051,3.61,연%,202102,ECOS,
한국 내부 요인,총수신금리(잔액),BEABAB2,0.7,연%,202102,ECOS,
한국 내부 요인,가계대출금리(잔액),BECBLB0202,2.76,연%,202102,ECOS,
한국 내부 요인,M2(말잔),BBGA00,3111372.4,십억원,202102,ECOS,
한국 내부 요인,CPI(식료품 및 비주류음료),A,105.69,2020=100,202102,ECOS,
한국 내부 요인,원/미국달러,0000001,1117.2,원,20210201,ECOS,
한국 내부 요인,달러/유로,0000003,1.2122,달러,20210201,ECOS,
한국 내부 요인,일본엔/달러,0000002,104.79,엔,20210201,ECOS,
한국 내부 요인,원/위안,0000053,172.37,원,20210201,ECOS,
한국 내부 요인,일본엔/달러,0000002,104.935,엔,20210202,ECOS,
한국 내부 요인,원/미국달러,0000001,1118.0,원,20210202,ECOS,
한국 내부 요인,원/위안,0000053,172.97,원,20210202,ECOS,
한국 내부 요인,달러/유로,0000003,1.2063,달러,20210202,ECOS,
한국 내부 요인,달러/유로,0000003,1.2044,달러,20210203,ECOS,
한국 내부 요인,원/위안,0000053,172.54,원,20210203,ECOS,
한국 내부 요인,일본엔/달러,0000002,105.025,엔,20210203,ECOS,
한국 내부 요인,원/미국달러,0000001,1116.6,원,20210203,ECOS,
한국 내부 요인,달러/유로,0000003,1.204,달러,20210204,ECOS,
한국 내부 요인,원/미국달러,0000001,1114.0,원,20210204,ECOS,
한국 내부 요인,일본엔/달러,0000002,105.015,엔,20210204,ECOS,
한국 내부 요인,원/위안,0000053,172.48,원,20210204,ECOS,
한국 내부 요인,일본엔/달러,0000002,105.575,엔,20210205,ECOS,
한국 내부 요인,달러/유로,0000003,1.1966,달러,20210205,ECOS,
한국 내부 요인,원/위안,0000053,172.76,원,20210205,ECOS,
한국 내부 요인,원/미국달러,0000001,1116.7,원,20210205,ECOS,
한국 내부 요인,원/위안,0000053,173.64,원,20210208,ECOS,
한국 내부 요인,달러/유로,0000003,1.2048,달러,20210208,ECOS,
한국 내부 요인,일본엔/달러,0000002,105.41,엔,20210208,ECOS,
한국 내부 요인,원/미국달러,0000001,1124.0,원,20210208,ECOS,
한국 내부 요인,원/위안,0000053,173.31,원,20210209,ECOS,
한국 내부 요인,달러/유로,0000003,1.2049,달러,20210209,ECOS,
한국 내부 요인,원/미국달러,0000001,1119.1,원,20210209,ECOS,
한국 내부 요인,일본엔/달러,0000002,105.225,엔,20210209,ECOS,
한국 내부 요인,일본엔/달러,0000002,104.57,엔,20210210,ECOS,
한국 내부 요인,달러/유로,0000003,1.2117,달러,20210210,ECOS,
한국 내부 요인,원/위안,0000053,173.26,원,20210210,ECOS,
한국 내부 요인,원/미국달러,0000001,1116.0,원,20210210,ECOS,
한국 내부 요인,달러/유로,0000003,1.2123,달러,20210215,ECOS,
한국 내부 요인,일본엔/달러,0000002,104.975,엔,20210215,ECOS,
한국 내부 요인,원/미국달러,0000001,1110.1,원,20210215,ECOS,
한국 내부 요인,원/위안,0000053,172.78,원,20210215,ECOS,
한국 내부 요인,원/미국달러,0000001,1103.1,원,20210216,ECOS,
한국 내부 요인,원/위안,0000053,172.1,원,20210216,ECOS,
한국 내부 요인,일본엔/달러,0000002,105.345,엔,20210216,ECOS,
한국 내부 요인,달러/유로,0000003,1.2129,달러,20210216,ECOS,
한국 내부 요인,일본엔/달러,0000002,106.205,엔,20210217,ECOS,
한국 내부 요인,달러/유로,0000003,1.209,달러,20210217,ECOS,
한국 내부 요인,원/미국달러,0000001,1099.7,원,20210217,ECOS,
한국 내부 요인,원/위안,0000053,171.58,원,20210217,ECOS,
한국 내부 요인,달러/유로,0000003,1.2043,달러,20210218,ECOS,
한국 내부 요인,일본엔/달러,0000002,105.875,엔,20210218,ECOS,
한국 내부 요인,원/미국달러,0000001,1107.7,원,20210218,ECOS,
한국 내부 요인,원/위안,0000053,172.1,원,20210218,ECOS,
한국 내부 요인,원/미국달러,0000001,1105.7,원,20210219,ECOS,
한국 내부 요인,원/위안,0000053,171.71,원,20210219,ECOS,
한국 내부 요인,일본엔/달러,0000002,105.685,엔,20210219,ECOS,
한국 내부 요인,달러/유로,0000003,1.2095,달러,20210219,ECOS,
한국 내부 요인,일본엔/달러,0000002,105.535,엔,20210222,ECOS,
한국 내부 요인,원/미국달러,0000001,1107.1,원,20210222,ECOS,
한국 내부 요인,원/위안,0000053,171.5,원,20210222,ECOS,
한국 내부 요인,달러/유로,0000003,1.2124,달러,20210222,ECOS,
한국 내부 요인,원/미국달러,0000001,1106.5,원,20210223,ECOS,
한국 내부 요인,달러/유로,0000003,1.2164,달러,20210223,ECOS,
한국 내부 요인,일본엔/달러,0000002,105.0,엔,20210223,ECOS,
한국 내부 요인,원/위안,0000053,171.4,원,20210223,ECOS,
한국 내부 요인,달러/유로,0000003,1.2151,달러,20210224,ECOS,
한국 내부 요인,원/위안,0000053,171.9,원,20210224,ECOS,
한국 내부 요인,원/미국달러,0000001,1110.8,원,20210224,ECOS,
한국 내부 요인,일본엔/달러,0000002,105.245,엔,20210224,ECOS,
한국 내부 요인,원/미국달러,0000001,1110.2,원,20210225,ECOS,
한국 내부 요인,달러/유로,0000003,1.2167,달러,20210225,ECOS,
한국 내부 요인,일본엔/달러,0000002,105.905,엔,20210225,ECOS,
한국 내부 요인,원/위안,0000053,171.84,원,20210225,ECOS,
한국 내부 요인,원/위안,0000053,171.86,원,20210226,ECOS,
한국 내부 요인,달러/유로,0000003,1.2179,달러,20210226,ECOS,
한국 내부 요인,일본엔/달러,0000002,106.255,엔,20210226,ECOS,
한국 내부 요인,원/미국달러,0000001,1108.4,원,20210226,ECOS,
한국 내부 요인,M2(평잔),BBHA00,3139905.3,십억원,202103,ECOS,
한국 내부 요인,가계대출금리(신규),BECBLA03,2.88,연%,202103,ECOS,
한국 내부 요인,공공기타대출금리(신규),BECBLA04,2.15,연%,202103,ECOS,
한국 내부 요인,국고채(10년),5050000,2.04,연%,202103,ECOS,
한국 내부 요인,원화예금,BCA1,1721385.0,십억원,202103,ECOS,
한국 내부 요인,총대출금리(잔액),BECBLB01,2.8,연%,202103,ECOS,
한국 내부 요인,대출평균금리(신규),BECBLA01,2.77,연%,202103,ECOS,
한국 내부 요인,대기업대출금리(신규),BECBLA0201,2.52,연%,202103,ECOS,
한국 내부 요인,가계대출금리(잔액),BECBLB0202,2.76,연%,202103,ECOS,
한국 내부 요인,국고채(3년),5020000,1.133,연%,202103,ECOS,
한국 내부 요인,비거주자 원화예금,BCA901,17720.7,십억원,202103,ECOS,
한국 내부 요인,고정형주담대금리(신규),BECBLA030201,2.71,연%,202103,ECOS,
한국 내부 요인,"회사채(3년,AA-)",7020000,2.091,연%,202103,ECOS,
한국 내부 요인,일반신용대출금리(신규),BECBLA03051,3.7,연%,202103,ECOS,
한국 내부 요인,외화예금,BCA2,106881.2,십억원,202103,ECOS,
한국 내부 요인,중소기업대출금리(신규),BECBLA0202,2.88,연%,202103,ECOS,
한국 내부 요인,CPI(총지수),0,101.84,2020=100,202103,ECOS,
한국 내부 요인,저축성수신금리(신규),BEABAA2,0.86,연%,202103,ECOS,
한국 내부 요인,기업대출금리(신규),BECBLA02,2.74,연%,202103,ECOS,
한국 내부 요인,M2(말잔),BBGA00,3141586.6,십억원,202103,ECOS,
한국 내부 요인,CD(91일)금리(신규),BEABAA2211,0.88,연%,202103,ECOS,
한국 내부 요인,정기예금금리(신규),BEABAA211,0.83,연%,202103,ECOS,
한국 내부 요인,저축성수신(요구불제외)(잔액),BEABAB21,1.1,연%,202103,ECOS,
한국 내부 요인,주택담보대출금리(신규),BECBLA0302,2.73,연%,202103,ECOS,
한국 내부 요인,CPI(식료품 및 비주류음료),A,105.84,2020=100,202103,ECOS,
한국 내부 요인,금융채금리(신규),BEABAA224,0.97,연%,202103,ECOS,
한국 내부 요인,변동형주담대금리(신규),BECBLA030202,2.77,연%,202103,ECOS,
한국 내부 요인,CD순발행,BCA4,23182.8,십억원,202103,ECOS,
한국 내부 요인,기업대출금리(잔액),BECBLB0201,2.84,연%,202103,ECOS,
한국 내부 요인,총수신금리(잔액),BEABAB2,0.68,연%,202103,ECOS,
한국 내부 요인,저축성수신(금융채제외)(신규),BEABAA1,0.84,연%,202103,ECOS,
한국 내부 요인,은행수신합계,BCA8,2146913.0,십억원,202103,ECOS,
한국 내부 요인,비거주자 외화예금,BCA902,9836.6,십억원,202103,ECOS,
한국 내부 요인,CPI(식료품),A01,106.16,2020=100,202103,ECOS,
한국 내부 요인,원/위안,0000053,173.16,원,20210302,ECOS,
한국 내부 요인,원/미국달러,0000001,1121.8,원,20210302,ECOS,
한국 내부 요인,일본엔/달러,0000002,106.775,엔,20210302,ECOS,
한국 내부 요인,달러/유로,0000003,1.2049,달러,20210302,ECOS,
한국 내부 요인,일본엔/달러,0000002,106.725,엔,20210303,ECOS,
한국 내부 요인,달러/유로,0000003,1.2087,달러,20210303,ECOS,
한국 내부 요인,원/미국달러,0000001,1121.3,원,20210303,ECOS,
한국 내부 요인,원/위안,0000053,173.27,원,20210303,ECOS,
한국 내부 요인,일본엔/달러,0000002,107.045,엔,20210304,ECOS,
한국 내부 요인,원/미국달러,0000001,1122.9,원,20210304,ECOS,
한국 내부 요인,원/위안,0000053,173.63,원,20210304,ECOS,
한국 내부 요인,달러/유로,0000003,1.2063,달러,20210304,ECOS,
한국 내부 요인,달러/유로,0000003,1.1965,달러,20210305,ECOS,
한국 내부 요인,원/미국달러,0000001,1126.2,원,20210305,ECOS,
한국 내부 요인,원/위안,0000053,174.03,원,20210305,ECOS,
한국 내부 요인,일본엔/달러,0000002,107.995,엔,20210305,ECOS,
한국 내부 요인,일본엔/달러,0000002,108.375,엔,20210308,ECOS,
한국 내부 요인,원/위안,0000053,174.11,원,20210308,ECOS,
한국 내부 요인,원/미국달러,0000001,1129.4,원,20210308,ECOS,
한국 내부 요인,달러/유로,0000003,1.1927,달러,20210308,ECOS,
한국 내부 요인,달러/유로,0000003,1.1851,달러,20210309,ECOS,
한국 내부 요인,일본엔/달러,0000002,108.95,엔,20210309,ECOS,
한국 내부 요인,원/미국달러,0000001,1131.3,원,20210309,ECOS,
한국 내부 요인,원/위안,0000053,173.59,원,20210309,ECOS,
한국 내부 요인,달러/유로,0000003,1.1901,달러,20210310,ECOS,
한국 내부 요인,일본엔/달러,0000002,108.565,엔,20210310,ECOS,
한국 내부 요인,원/위안,0000053,174.34,원,20210310,ECOS,
한국 내부 요인,원/미국달러,0000001,1141.1,원,20210310,ECOS,
한국 내부 요인,원/위안,0000053,174.99,원,20210311,ECOS,
한국 내부 요인,원/미국달러,0000001,1140.7,원,20210311,ECOS,
한국 내부 요인,달러/유로,0000003,1.1928,달러,20210311,ECOS,
한국 내부 요인,일본엔/달러,0000002,108.435,엔,20210311,ECOS,
한국 내부 요인,일본엔/달러,0000002,108.565,엔,20210312,ECOS,
한국 내부 요인,달러/유로,0000003,1.1984,달러,20210312,ECOS,
한국 내부 요인,원/위안,0000053,174.84,원,20210312,ECOS,
한국 내부 요인,원/미국달러,0000001,1137.3,원,20210312,ECOS,
한국 내부 요인,일본엔/달러,0000002,109.125,엔,20210315,ECOS,
한국 내부 요인,달러/유로,0000003,1.1952,달러,20210315,ECOS,
한국 내부 요인,원/위안,0000053,174.5,원,20210315,ECOS,
한국 내부 요인,원/미국달러,0000001,1130.7,원,20210315,ECOS,
한국 내부 요인,원/위안,0000053,174.61,원,20210316,ECOS,
한국 내부 요인,달러/유로,0000003,1.1926,달러,20210316,ECOS,
한국 내부 요인,일본엔/달러,0000002,109.135,엔,20210316,ECOS,
한국 내부 요인,원/미국달러,0000001,1135.9,원,20210316,ECOS,
한국 내부 요인,달러/유로,0000003,1.1904,달러,20210317,ECOS,
한국 내부 요인,원/위안,0000053,174.29,원,20210317,ECOS,
한국 내부 요인,일본엔/달러,0000002,108.995,엔,20210317,ECOS,
한국 내부 요인,원/미국달러,0000001,1132.5,원,20210317,ECOS,
한국 내부 요인,일본엔/달러,0000002,108.835,엔,20210318,ECOS,
한국 내부 요인,원/미국달러,0000001,1131.8,원,20210318,ECOS,
한국 내부 요인,원/위안,0000053,174.04,원,20210318,ECOS,
한국 내부 요인,달러/유로,0000003,1.1982,달러,20210318,ECOS,
한국 내부 요인,달러/유로,0000003,1.1917,달러,20210319,ECOS,
한국 내부 요인,원/미국달러,0000001,1123.7,원,20210319,ECOS,
한국 내부 요인,원/위안,0000053,173.13,원,20210319,ECOS,
한국 내부 요인,일본엔/달러,0000002,108.955,엔,20210319,ECOS,
한국 내부 요인,일본엔/달러,0000002,108.89,엔,20210322,ECOS,
한국 내부 요인,달러/유로,0000003,1.189,달러,20210322,ECOS,
한국 내부 요인,원/위안,0000053,173.72,원,20210322,ECOS,
한국 내부 요인,원/미국달러,0000001,1131.8,원,20210322,ECOS,
한국 내부 요인,원/미국달러,0000001,1131.3,원,20210323,ECOS,
한국 내부 요인,일본엔/달러,0000002,108.795,엔,20210323,ECOS,
한국 내부 요인,달러/유로,0000003,1.1935,달러,20210323,ECOS,
한국 내부 요인,원/위안,0000053,173.66,원,20210323,ECOS,
한국 내부 요인,원/미국달러,0000001,1128.0,원,20210324,ECOS,
한국 내부 요인,일본엔/달러,0000002,108.62,엔,20210324,ECOS,
한국 내부 요인,달러/유로,0000003,1.1847,달러,20210324,ECOS,
한국 내부 요인,원/위안,0000053,173.35,원,20210324,ECOS,
한국 내부 요인,원/미국달러,0000001,1133.5,원,20210325,ECOS,
한국 내부 요인,일본엔/달러,0000002,108.735,엔,20210325,ECOS,
한국 내부 요인,달러/유로,0000003,1.1814,달러,20210325,ECOS,
한국 내부 요인,원/위안,0000053,173.68,원,20210325,ECOS,
한국 내부 요인,달러/유로,0000003,1.1774,달러,20210326,ECOS,
한국 내부 요인,일본엔/달러,0000002,109.165,엔,20210326,ECOS,
한국 내부 요인,원/위안,0000053,173.58,원,20210326,ECOS,
한국 내부 요인,원/미국달러,0000001,1134.2,원,20210326,ECOS,
한국 내부 요인,달러/유로,0000003,1.1789,달러,20210329,ECOS,
한국 내부 요인,원/미국달러,0000001,1131.8,원,20210329,ECOS,
한국 내부 요인,원/위안,0000053,173.02,원,20210329,ECOS,
한국 내부 요인,일본엔/달러,0000002,109.785,엔,20210329,ECOS,
한국 내부 요인,원/미국달러,0000001,1131.7,원,20210330,ECOS,
한국 내부 요인,달러/유로,0000003,1.1766,달러,20210330,ECOS,
한국 내부 요인,원/위안,0000053,172.9,원,20210330,ECOS,
한국 내부 요인,일본엔/달러,0000002,109.87,엔,20210330,ECOS,
한국 내부 요인,원/미국달러,0000001,1133.5,원,20210331,ECOS,
한국 내부 요인,일본엔/달러,0000002,110.335,엔,20210331,ECOS,
한국 내부 요인,달러/유로,0000003,1.1719,달러,20210331,ECOS,
한국 내부 요인,원/위안,0000053,172.35,원,20210331,ECOS,
한국 내부 요인,국고채(3년),5020000,1.138,연%,202104,ECOS,
한국 내부 요인,기업대출금리(신규),BECBLA02,2.68,연%,202104,ECOS,
한국 내부 요인,M2(말잔),BBGA00,3168232.7,십억원,202104,ECOS,
한국 내부 요인,CPI(식료품),A01,105.67,2020=100,202104,ECOS,
한국 내부 요인,CPI(총지수),0,101.98,2020=100,202104,ECOS,
한국 내부 요인,M2(평잔),BBHA00,3187670.1,십억원,202104,ECOS,
한국 내부 요인,대출평균금리(신규),BECBLA01,2.74,연%,202104,ECOS,
한국 내부 요인,고정형주담대금리(신규),BECBLA030201,2.71,연%,202104,ECOS,
한국 내부 요인,"회사채(3년,AA-)",7020000,1.983,연%,202104,ECOS,
한국 내부 요인,CPI(식료품 및 비주류음료),A,105.35,2020=100,202104,ECOS,
한국 내부 요인,비거주자 외화예금,BCA902,9765.4,십억원,202104,ECOS,
한국 내부 요인,저축성수신금리(신규),BEABAA2,0.84,연%,202104,ECOS,
한국 내부 요인,변동형주담대금리(신규),BECBLA030202,2.75,연%,202104,ECOS,
한국 내부 요인,국고채(10년),5050000,2.041,연%,202104,ECOS,
한국 내부 요인,기업대출금리(잔액),BECBLB0201,2.83,연%,202104,ECOS,
한국 내부 요인,주택담보대출금리(신규),BECBLA0302,2.73,연%,202104,ECOS,
한국 내부 요인,비거주자 원화예금,BCA901,19586.0,십억원,202104,ECOS,
한국 내부 요인,저축성수신(요구불제외)(잔액),BEABAB21,1.08,연%,202104,ECOS,
한국 내부 요인,총대출금리(잔액),BECBLB01,2.79,연%,202104,ECOS,
한국 내부 요인,일반신용대출금리(신규),BECBLA03051,3.65,연%,202104,ECOS,
한국 내부 요인,대기업대출금리(신규),BECBLA0201,2.44,연%,202104,ECOS,
한국 내부 요인,은행수신합계,BCA8,2166629.1,십억원,202104,ECOS,
한국 내부 요인,원화예금,BCA1,1736157.5,십억원,202104,ECOS,
한국 내부 요인,저축성수신(금융채제외)(신규),BEABAA1,0.82,연%,202104,ECOS,
한국 내부 요인,공공기타대출금리(신규),BECBLA04,2.31,연%,202104,ECOS,
한국 내부 요인,총수신금리(잔액),BEABAB2,0.67,연%,202104,ECOS,
한국 내부 요인,가계대출금리(신규),BECBLA03,2.91,연%,202104,ECOS,
한국 내부 요인,CD순발행,BCA4,26101.6,십억원,202104,ECOS,
한국 내부 요인,중소기업대출금리(신규),BECBLA0202,2.82,연%,202104,ECOS,
한국 내부 요인,금융채금리(신규),BEABAA224,0.98,연%,202104,ECOS,
한국 내부 요인,CD(91일)금리(신규),BEABAA2211,0.89,연%,202104,ECOS,
한국 내부 요인,외화예금,BCA2,109689.1,십억원,202104,ECOS,
한국 내부 요인,정기예금금리(신규),BEABAA211,0.81,연%,202104,ECOS,
한국 내부 요인,가계대출금리(잔액),BECBLB0202,2.75,연%,202104,ECOS,
한국 내부 요인,일본엔/달러,0000002,110.795,엔,20210401,ECOS,
한국 내부 요인,원/위안,0000053,172.28,원,20210401,ECOS,
한국 내부 요인,달러/유로,0000003,1.1725,달러,20210401,ECOS,
한국 내부 요인,원/미국달러,0000001,1132.6,원,20210401,ECOS,
한국 내부 요인,일본엔/달러,0000002,110.62,엔,20210402,ECOS,
한국 내부 요인,원/위안,0000053,171.76,원,20210402,ECOS,
한국 내부 요인,달러/유로,0000003,1.1779,달러,20210402,ECOS,
한국 내부 요인,원/미국달러,0000001,1129.3,원,20210402,ECOS,
한국 내부 요인,달러/유로,0000003,1.1763,달러,20210405,ECOS,
한국 내부 요인,일본엔/달러,0000002,110.705,엔,20210405,ECOS,
한국 내부 요인,원/미국달러,0000001,1127.5,원,20210405,ECOS,
한국 내부 요인,원/위안,0000053,171.66,원,20210405,ECOS,
한국 내부 요인,원/미국달러,0000001,1127.8,원,20210406,ECOS,
한국 내부 요인,일본엔/달러,0000002,110.2,엔,20210406,ECOS,
한국 내부 요인,달러/유로,0000003,1.1815,달러,20210406,ECOS,
한국 내부 요인,원/위안,0000053,171.44,원,20210406,ECOS,
한국 내부 요인,달러/유로,0000003,1.1873,달러,20210407,ECOS,
한국 내부 요인,원/미국달러,0000001,1122.9,원,20210407,ECOS,
한국 내부 요인,일본엔/달러,0000002,109.765,엔,20210407,ECOS,
한국 내부 요인,원/위안,0000053,171.32,원,20210407,ECOS,
한국 내부 요인,원/미국달러,0000001,1116.4,원,20210408,ECOS,
한국 내부 요인,일본엔/달러,0000002,109.855,엔,20210408,ECOS,
한국 내부 요인,원/위안,0000053,170.6,원,20210408,ECOS,
한국 내부 요인,달러/유로,0000003,1.187,달러,20210408,ECOS,
한국 내부 요인,일본엔/달러,0000002,109.335,엔,20210409,ECOS,
한국 내부 요인,원/위안,0000053,170.6,원,20210409,ECOS,
